zoneId;Attractivity:Business;Attractivity:Leisure_Indoor;Attractivity:Leisure_Outdoor;Attractivity:Private_Business;Attractivity:Private_Visit;Attractivity:Service;Attractivity:Shopping_Daily;Attractivity:Shopping_Other;Attractivity:Shopping;Attractivity:Work;Attractivity:Education_Primary;Attractivity:Education_Secondary;Attractivity:Education_Tertiary;Attractivity:Sightseeing
2482;521,18;189,12;736,69;0;2193,3;967,74;0;392,41;392,41;521,18;85;0;0;10
2483;1480,58;728,81;2201,37;1699,93;3049;1003,59;5003,93;7627,88;12631,81;1480,58;150;299;0;0
2484;163,6;0;94,5;0;459;386,72;0;0;0;163,6;0;0;0;0
2485;459,25;1702,81;21727,46;215,2;2180;585,34;1699,33;349,69;2049,02;459,25;106;0;0;2410
2486;552,73;550,46;77,74;0;2033;265,41;0;59,2;59,2;552,73;0;0;0;0
2487;2282,35;1860,47;4543,37;1401,4;4844;1873,58;13374,74;19500,54;32875,28;2282,35;304;1249;0;0
2488;1160,09;222,75;602,58;600,05;2424;480,32;1584;634,83;2218,83;1160,09;0;0;0;10
2489;146,94;0;0;0;1055;20,04;0;191,2;191,2;146,94;0;0;0;0
2490;258,53;386,36;1127,12;1505,78;5230;795,74;8697,36;3594,26;12291,62;258,53;215;0;0;0
2491;1387,68;612,61;574,47;726;4245;533,84;3808,88;0;3808,88;1387,68;143;0;0;0
2492;487,24;224,1;163,8;50;2309;43,87;394,59;0;394,59;487,24;0;0;0;30
2493;626,45;359,34;225,98;0;2249;166,45;2183,88;609,61;2793,49;626,45;0;0;0;0
2494;272,9;212,48;1165,8;765;2000;38;150;93,4;243,4;272,9;0;0;0;0
2495;3236,09;437,64;2097,61;502,6;1586;2084,8;4596;3188,43;7784,43;3236,09;146;0;0;0
2496;5146,36;1369,51;3044,54;173,55;5704;1225,63;150;3640,76;3790,76;5146,36;209;0;0;0
2497;1328,02;2883,17;5085,96;1599,31;5497;1915,37;9293,52;10664,04;19957,56;1328,02;117;1811;0;0
2498;732,51;174,92;566,29;372;2277;1024,9;0;10887,26;10887,26;732,51;128;0;0;40
2499;2753,27;687,63;1912,99;1173,6;6360;559,98;9319,61;2204,17;11523,78;2753,27;172;1421;0;0
2500;1710,3;112,05;519,6;0;570;1019,99;0;0;0;1710,3;0;0;0;0
2501;876,83;407,25;210,96;11,85;1191;22,63;150;0;150;876,83;0;0;0;150
2502;2868,12;1285,37;1837,76;1405,93;6409;2395,05;8324,33;13230,24;21554,57;2868,12;230;327;0;0
2503;464,88;330;836,54;222,65;3556;1493,51;150;17341,81;17491,81;464,88;171;0;0;0
2504;573,17;541,38;1448,64;822,7;4573;1273,73;2149,33;7471,05;9620,38;573,17;130;0;0;0
2505;408,38;331,08;931,38;598,3;2129;632,97;150;2764,8;2914,8;408,38;0;0;0;0
2506;4865,88;5143,96;11717,19;2981,93;13832;7526,4;25829,75;46496,79;72326,54;4865,88;530;1538;0;0
2507;216,68;1789,52;899,53;341,4;999;150,44;544,59;587,37;1131,96;216,68;0;0;0;0
2508;215,39;54,6;314,3;9,1;987;220,41;0;0;0;215,39;0;0;0;0
2509;162,79;1164,87;1047,27;405,75;1197;1889,54;300;970,74;1270,74;162,79;0;0;0;0
2510;1091,68;583,79;1407,09;91;1440;769,74;2188,52;1552,84;3741,36;1091,68;0;0;0;0
2511;39,08;0;0;0;0;0;0;1388,61;1388,61;39,08;0;0;0;0
2512;1144,62;841,3;2128,45;682,35;3194;1345,74;300;3166,54;3466,54;1144,62;175;0;0;0
2513;1022,93;446,72;1086,62;305,95;2879;1270,46;300;17458;17758;1022,93;0;0;0;0
2514;5485,76;0;836,09;21;1446;479,27;0;1067,23;1067,23;5485,76;0;0;0;0
2515;2938,67;656,14;112,7;195;3253;679,19;1699,33;0;1699,33;2938,67;0;0;0;0
2516;749,43;1133,45;1954,9;529,75;4040;2448,31;450;13465,63;13915,63;749,43;355;0;0;0
2517;9603,99;4362,9;18787,04;4736,33;20270,96;6425,22;34086,76;30639,26;64726,02;9603,99;791;5128;0;0
2518;187,05;75,43;986,56;60;1763;2285,25;150;1540,38;1690,38;187,05;167;0;0;0
2519;205,77;516,9;0;500;1711;172,51;2183,88;0;2183,88;205,77;0;0;0;0
2520;3164,29;2224,31;13031,95;3103,53;10754;4818,65;8696,54;21383,28;30079,82;3164,29;408;456;0;0
2521;1405,67;4063,3;12768,26;1817,75;4030;1051,09;8493,3;3648,68;12141,98;1405,67;182;0;0;0
2522;176,85;275,21;482,56;26,75;1674;479,99;396;0;396;176,85;62;0;0;0
2523;3042,05;2556,17;3898,14;1702,75;7015;1343,82;13916,57;12670,36;26586,93;3042,05;377;530;0;0
2524;397,06;921,72;23424,22;913,25;2459;988,72;2412,06;1296,18;3708,24;397,06;204;0;0;0
2525;170,44;44,1;280,17;7,35;732;212,07;0;0;0;170,44;0;0;0;0
2526;191,18;444,73;649,95;290,2;2025;395,58;0;0;0;191,18;0;0;0;0
2527;289,56;114,3;414,36;19,05;1137;226,04;2033,88;0;2033,88;289,56;58;0;0;0
2528;2527,17;4811,28;10083,65;1993,7;9457;4465,21;13731,58;7487,08;21218,66;2527,17;399;1244;0;0
2529;42,72;0;0;0;385;122,32;0;388,82;388,82;42,72;0;0;0;0
2530;550,24;1544,49;1635,34;769,75;3498;1476,56;2149,33;27885,78;30035,11;550,24;160;0;0;0
2531;264,93;198,93;35,18;0;628;152,65;0;0;0;264,93;0;229;0;0
2532;1832,08;914,76;3340,47;1111,7;3315;3739,42;7690,01;4411,36;12101,37;1832,08;181;355;0;0
2533;669,17;223,07;3185,77;1177,7;3721;984,51;2762,53;2467,34;5229,87;669,17;147;0;0;0
2534;161,31;53,1;42,55;18,85;1032;304,81;0;354,33;354,33;161,31;0;0;0;0
2535;469,47;826,88;2095,24;644,7;2747;221,15;1588,8;660,36;2249,16;469,47;66;773;0;0
2536;285,11;648,69;1718,02;608,35;2097;1370;1849,33;734,26;2583,59;285,11;126;0;0;0
2537;153,07;170,87;248,62;39;896;17,02;0;655;655;153,07;0;0;0;0
2538;180,72;1462,71;652,18;452,35;2396;748,9;1689,6;5739,16;7428,76;180,72;158;0;0;0
2539;441,01;301,22;2062,21;611,83;2551;781,7;3691,33;925,75;4617,08;441,01;151;0;0;0
2540;249,04;261,92;381,99;64,5;634;473,79;0;0;0;249,04;0;0;0;0
2541;59509,73;47821,33;72256,33;26578,41;84360,59;21624,92;86699,17;167089,66;253788,83;59509,73;2866;12181;8867;0
2542;80,13;0;2008,18;50;700;408,02;0;0;0;80,13;0;0;0;0
2543;729,97;836,85;2842,18;1234,3;3335;709,14;2149,33;996,75;3146,08;729,97;127;299;0;0
2544;197,77;95,4;971,92;15,9;1244;1166,92;0;375,62;375,62;197,77;0;0;0;0
2545;478,51;580,78;1672,25;1207,33;2629;1387,91;2977,7;2424,51;5402,21;478,51;146;0;0;0
2546;174,82;570,72;495,11;8,3;1001;289,24;150;0;150;174,82;0;0;0;0
2547;211,29;1291,46;1541,76;73,85;2208;1129,84;244,59;9891,9;10136,49;211,29;81;0;0;0
2548;331,82;0;122,37;0;758;351;0;0;0;331,82;0;0;0;0
2549;160,12;744,24;766,62;23,2;1287;75,29;0;0;0;160,12;0;0;0;0
2550;910,11;1503,79;2922,85;2012,45;7581;2725,69;6396,01;2779,72;9175,73;910,11;311;0;0;0
2551;578,91;0;807,59;50;1911;103,11;0;450,5;450,5;578,91;0;0;0;0
2552;683,34;583,65;9035,42;1543,15;3507;1722,11;4232,83;2503,06;6735,89;683,34;222;1598;0;0
2553;212,27;1122,49;618,11;247,45;1427;456,94;150;0;150;212,27;73;0;0;0
2554;544,27;276,79;1471,28;15,55;1781;391;0;0;0;544,27;0;0;0;0
2555;61,77;923,09;1105,91;139,65;1368;1025,27;244,59;0;244,59;61,77;0;0;0;0
2556;34,11;112,05;140,61;0;599;85,42;0;0;0;34,11;0;0;0;0
2557;599,25;38,1;4800,74;6,35;808;429,07;0;0;0;599,25;0;0;0;0
2558;390,71;67,67;1464,96;985,8;2293;709,25;1699,33;1255,7;2955,03;390,71;118;0;0;0
2559;87,27;110,53;3325,2;65,85;1740;1037,44;244,59;375,62;620,21;87,27;72;0;0;0
2560;197,33;50,7;827,01;8,45;2177;434,66;0;996,21;996,21;197,33;67;0;0;0
2561;673,58;253,17;328,42;0;1479;139,22;150;784,81;934,81;673,58;0;0;0;0
2562;1328,26;4085,5;8818,31;1373,79;5005;1251,43;5015,54;7391,65;12407,19;1328,26;157;126;0;0
2563;198,58;1512,14;988,96;390,75;1873;777,19;546;0;546;198,58;120;0;0;0
2564;279,77;98,1;747,8;16,35;866;326,79;0;0;0;279,77;0;0;0;0
2565;172,53;0;874,85;0;859;179,2;0;392,41;392,41;172,53;0;0;0;0
2566;384,39;268,8;866;397,45;1379;1166,22;0;0;0;384,39;66;0;0;0
2567;217,53;221,83;1289,97;195;1074;1021,56;1699,33;0;1699,33;217,53;99;0;0;0
2568;764,34;112,05;2432,69;410;2380;929,27;408;392,41;800,41;764,34;199;362;0;0
2569;369,27;0;385,29;21;1011;19,21;0;0;0;369,27;0;0;0;0
2570;11755,72;10159,9;15337,55;4528,13;19154,57;7521,04;29577,11;35817,43;65394,54;11755,72;713;2239;0;0
2571;501,36;322,05;688,48;240;1346;371,97;1436,4;1540,37;2976,77;501,36;0;0;0;0
2572;205,82;187,48;1040,73;0;737;142,12;0;621,93;621,93;205,82;0;0;0;0
2573;110,64;75,43;615,01;0;672;148,47;0;0;0;110,64;0;0;0;0
2574;267,57;155,76;1012,24;13,2;1068;300,5;150;0;150;267,57;73;0;0;0
2575;1290,21;841,37;280,82;150,75;2004;676,25;244,59;996,21;1240,8;1290,21;187;0;0;0
2576;110,16;0;767,26;0;608;406,29;0;0;0;110,16;0;0;0;0
2577;902,41;1096,64;6303,58;1080,48;2885;1906,24;3138,15;2602,86;5741,01;902,41;113;0;0;0
2578;2490,07;2435,64;4615,61;1281,3;9204;3587,64;11751,97;5934,13;17686,1;2490,07;376;529;0;0
2579;112,51;233,01;0;0;511;9,71;0;0;0;112,51;0;0;0;0
2580;1331,76;908,42;1150,16;608,8;5102,43;1338,88;1999,33;3461,91;5461,24;1331,76;0;54;0;0
2581;78,2;67,92;0;0;446;8,47;0;392,41;392,41;78,2;0;0;0;0
2582;39,45;0;223,04;0;1148;425,59;0;0;0;39,45;0;0;0;0
2583;3553,23;412,2;3007,31;914,35;4812;1584,99;3862,8;2632,13;6494,93;3553,23;200;0;0;0
2584;160,27;286,97;1748,93;0;1086;358,41;150;886,01;1036,01;160,27;0;0;0;0
2585;379,96;171,12;451,89;0;797;377,08;150;0;150;379,96;0;0;0;0
2586;651,8;0;1545,74;0;1152;534,87;0;0;0;651,8;0;0;0;0
2587;345,5;1033,08;1221,28;490,78;1442;603,93;244,59;392,41;637;345,5;55;0;0;0
2588;144,88;112,05;838,75;0;1008;159,15;0;0;0;144,88;0;0;0;0
2589;100,43;216,3;909,54;231,05;1221;656,33;0;0;0;100,43;53;0;0;0
2590;341,67;824,7;942,63;137,45;1310;320,7;150;4112,64;4262,64;341,67;101;0;0;0
2591;27,56;75,43;106,33;0;582;185,58;0;2368,03;2368,03;27,56;0;0;0;0
2592;104,73;329,7;576,79;19,55;964;516,06;0;0;0;104,73;0;0;0;0
2593;364,74;273,3;1691,96;532,35;1171;429,6;244,59;4112,64;4357,23;364,74;73;0;0;0
2594;220,07;0;111,83;0;895;174,8;0;0;0;220,07;117;0;0;0
2595;558,26;413,4;6487,33;264,9;2328;1315,04;1699,33;578,2;2277,53;558,26;141;271;0;0
2596;659,05;0;171,18;0;452;197,09;0;4762,92;4762,92;659,05;0;0;0;0
2597;496,88;324,06;1041,3;72,45;1832;466,68;244,59;0;244,59;496,88;145;217;0;0
2598;251,38;101,58;782,16;8,05;929;383,33;0;0;0;251,38;0;0;0;0
2599;322,61;112,03;1207,57;6,1;1734;660,11;0;996,21;996,21;322,61;0;0;0;0
2600;271,25;120,6;877,85;492,1;1074;633,56;317,25;0;317,25;271,25;75;0;0;0
2601;20475,06;11469,32;23398,33;4721,28;24722,42;4730,61;34237,94;28114,52;62352,46;20475,06;978;3941;0;0
2602;134,1;90,9;1640,16;15,15;764;581,98;0;0;0;134,1;0;0;0;0
2603;5128,14;2823;10353,99;1215,08;13014;6450,25;10344,07;6678,88;17022,95;5128,14;492;1502;0;0
2604;459,06;0;297,72;0;1076;20,44;0;0;0;459,06;0;0;0;0
2605;1771,85;572,93;2362,51;408,35;3607;2215,69;6243;4132,83;10375,83;1771,85;310;507;0;0
2606;3412,46;4122,69;4457,92;2377,02;5899;1584,9;10812,14;49173,11;59985,25;3412,46;318;968;0;0
2607;3387,63;3426,31;4886,03;2058,93;6470;2099,15;7583,27;3868,89;11452,16;3387,63;286;980;0;0
2608;251,01;185,97;718,14;0;821;454,94;150;0;150;251,01;0;0;0;0
2609;1022;1349,1;1852,15;1134,15;3841;2851,81;7839,87;6193,63;14033,5;1022;277;1168;0;0
2610;172,1;337,18;225,34;247;889;284,67;450;4112,64;4562,64;172,1;0;0;0;0
2611;84,18;103,2;314,24;0;666;461,53;0;0;0;84,18;0;0;0;0
2612;100,66;0;85,82;0;741;261,74;0;0;0;100,66;0;0;0;0
2613;4196,33;2289,03;15554,72;1362,93;9629;2757,43;14990,5;17861,05;32851,55;4196,33;378;465;0;0
2614;99,65;112,05;790,37;0;1037;19,7;0;0;0;99,65;0;0;0;0
2615;235,03;185,04;744,08;50;436;42,92;0;0;0;235,03;0;0;0;0
2616;83,79;63,9;263,04;10,65;712;270,99;0;388,82;388,82;83,79;0;0;436;0
2617;365,08;345,98;575,88;351,75;1752;312,96;3548,67;8216,49;11765,16;365,08;137;0;0;0
2618;211,57;0;451,44;0;749;420,45;0;0;0;211,57;0;0;0;0
2619;10115,94;3299,05;10485,05;1798,13;14701,82;2971,31;21156,14;20626,3;41782,44;10115,94;668;3145;0;0
2620;115,63;583,79;649,27;0;1236;607,9;0;1720,63;1720,63;115,63;0;0;0;0
2621;1438,91;1434,9;3287,67;902,25;5367;2755,47;2299,33;853,14;3152,47;1438,91;212;423;0;0
2622;1540,54;240,12;1664,88;1147,65;4284;844,03;8666,65;5191,39;13858,04;1540,54;269;498;0;0
2623;519,61;591,19;766,06;451,7;959;309,1;0;667,7;667,7;519,61;52;0;0;0
2624;504,37;1107,01;2183,45;956;2030;641,47;394,59;657,54;1052,13;504,37;106;0;0;0
2625;331,95;219,62;1981,79;400,45;2678;751,52;1699,33;2181,92;3881,25;331,95;0;0;0;0
2626;188,36;1027,72;1435,04;20,55;1725;462,52;0;4112,64;4112,64;188,36;88;0;0;0
2627;111,03;0;532,54;0;773;129,69;0;0;0;111,03;0;0;0;0
2628;158,98;173,93;600,94;23,85;1007;150,13;0;0;0;158,98;0;0;0;0
2629;1686,35;183,75;1556,65;111,95;4349;955,05;3531,83;2179,55;5711,38;1686,35;122;0;0;0
2630;15266,73;12044,85;25608,59;7008,48;36157,45;8504,72;45798,53;80721,12;126519,65;15266,73;1346;4837;870;0
2631;1792,74;0;505,43;0;1135;305,71;0;1793,25;1793,25;1792,74;0;0;0;0
2632;465,07;797,16;970,68;573,2;2014;504,37;0;2808;2808;465,07;0;0;0;0
2633;911,68;134,25;948,74;198,7;2118;649,77;1699,33;4988,18;6687,51;911,68;125;0;0;0
2634;3584,38;1677,51;9871,03;872;11184;2683,91;12396,03;375,62;12771,65;3584,38;465;961;0;0
2635;194,15;229,78;571,04;447,05;1033;288,13;300;1388,61;1688,61;194,15;0;0;0;0
2636;67,2;0;0;0;750;14,25;0;0;0;67,2;0;0;0;0
2637;135,51;406,65;1155,1;206,75;1405;495,36;0;0;0;135,51;101;0;0;0
2638;1423,77;394,22;4327,01;1430,55;5989;1359,86;8983,07;0;8983,07;1423,77;273;519;0;0
2639;707,83;1123,47;964,05;746,4;1881;737,33;2981,91;4943,74;7925,65;707,83;95;288;0;0
2640;115,32;128,7;741,56;21,45;455;428,88;0;0;0;115,32;0;0;0;0
2641;195,09;722,54;574,13;484,7;1869;188,95;150;0;150;195,09;0;0;0;0
2642;884,24;0;103,31;31;1113;89,12;0;151,2;151,2;884,24;91;0;0;0
2643;874,44;273,69;1236,64;469,9;3081;1299,91;450;903,42;1353,42;874,44;167;0;0;0
2644;4484,13;3613,9;16996,97;1970,25;13489;5218,37;16487,89;14968,36;31456,25;4484,13;564;1518;0;0
2645;226,74;345,96;1052,11;6,1;1389;1012,39;0;0;0;226,74;0;0;0;0
2646;1420,21;558,39;1511,98;1401,64;5374;1030,46;10157,01;3519,51;13676,52;1420,21;283;486;0;0
2647;1294,65;747,82;3909,4;677,1;3373;674,77;2481,66;3809,27;6290,93;1294,65;118;0;0;0
2648;1717,11;1038,34;3699,06;1699,35;6161;1346,96;14984;4381,65;19365,65;1717,11;270;397;0;0
2649;3367,43;2966,71;3782,33;1697;8205;1497,94;15129,71;5845,03;20974,74;3367,43;306;433;0;0
2650;695,34;924,19;2221,21;1103,3;3978;1205,75;2428,48;2307,15;4735,63;695,34;157;0;0;20
2651;51,24;2619,33;865,76;602,4;721;127,2;196,5;0;196,5;51,24;0;0;0;0
2652;46,39;224,25;867,66;18,7;474;218,71;1699,33;0;1699,33;46,39;0;0;0;0
2653;945,97;665,07;2493,27;1099,7;4642;1559,96;2062,59;392,41;2455;945,97;168;0;0;0
2654;158,55;396,17;399,57;24,95;1124;21,36;1699,33;375,62;2074,95;158,55;0;0;0;0
2655;115,57;60,9;101,07;205,15;797;155,14;0;0;0;115,57;0;0;0;0
2656;571,33;0;3309,83;20;1535;921,46;1007,62;0;1007,62;571,33;0;0;0;0
2657;165,08;242,55;1039,51;411,75;1029;415,09;0;386,35;386,35;165,08;0;0;0;0
2658;594,01;940,84;1203,85;1041,75;3016;929,8;2149,33;2285,1;4434,43;594,01;212;318;0;0
2659;433,63;273,54;1709,91;382,15;2449;650,27;0;318,6;318,6;433,63;94;0;0;0
2660;4665,14;309,92;4895,52;904,5;4261;747,82;3506,08;1999,47;5505,55;4665,14;158;0;0;0
2661;424,01;20,7;952,78;570,45;1654;488,89;0;0;0;424,01;90;0;0;0
2662;15540,39;4000,61;24703,09;2575,1;20565,53;6031,15;32453,69;20721,8;53175,49;15540,39;1021;2911;0;0
2663;12181,53;786,18;5959,21;1446,55;12874,56;2703,01;17398,65;20412,74;37811,39;12181,53;407;0;0;0
2664;5041,81;8095,71;12023,78;4245,2;11078;1592,19;16555,17;47418,03;63973,2;5041,81;275;5238;0;0
2665;734,68;403,29;443,4;987,1;1736;481,31;3656,85;600,06;4256,91;734,68;115;310;0;0
2666;1501,46;825,93;1356,37;536,2;2976;852,47;4298,4;0;4298,4;1501,46;101;0;0;0
2901;16016;12238;49959;7604;34387;7713;43173;51438;94611;121304;641,1;2556,8;3544,2;0
2902;2019;1412;3531;1209;3919;2200;5508;5658;11166;6714;46,3;114,2;0;0
2903;5371;4302;8369;3174;11370;2981;20869;33906;54775;11523;58,4;327,5;192,3;0
2904;201;575;1234;278;1498;782;2007;2872;4879;2079;50,8;99,7;0;0
2905;261;465;916;265;1056;454;1469;2926;4395;3257;24;128,6;0;0
2906;118;204;485;177;757;153;914;375;1289;2890;13,9;142,9;0;0
2907;310;291;1162;305;1492;397;760;2097;2857;3276;55,1;12;0;0
2908;280;497;1051;367;1008;425;1607;2294;3901;6430;97,2;447,8;0;0
2909;345;1806;1917;406;1308;405;2867;2575;5442;3387;20,5;105,4;0;0
2910;218;221;1026;345;1288;440;2132;2015;4147;1404;0;69,4;0;0
2911;4218;4903;15753;4140;16655;3292;17750;20872;38622;5235;70;262,7;0;0
2912;69;359;365;262;785;206;521;195;716;298;0;41;0;0
2913;615;5541;23937;2604;2042;916;6234;10561;16795;376;0;0;0;0
2914;2800;3187;8009;1526;6128;1471;14083;13984;28067;7854;63;382,7;0;0
2915;740;2225;10161;873;2106;474;4775;3135;7910;2543;23;29,8;0;0
2916;270;841;3073;751;744;535;3719;915;4634;377;12,6;0;0;0
2917;1805;5655;19254;1985;15958;904;26805;10644;37449;2013;22,9;35,4;0;0
2918;628;6403;9128;2081;2006;908;6514;14429;20943;352;0;0;0;0
2919;568;1221;3742;454;2469;428;2486;1409;3895;2641;33,6;35,6;0;0
2920;6319;6712;15270;7058;16983;3942;35331;25848;61179;8164;49,2;126,7;0;0
2921;622;843;5424;939;1745;618;4264;6850;11114;4479;62,4;324,4;0;0
2922;646;900;1681;1168;4056;971;5875;4826;10701;2609;52,2;85,3;0;0
2923;962;565;2680;1400;4434;855;4668;4106;8774;3670;53,2;68,8;0;0
2924;126;273;846;214;1291;252;76;1133;1209;638;20,3;0;0;0
2925;3307;6882;19374;3428;6465;1931;9657;18155;27812;4469;0;127,9;0;0
2926;764;2194;6708;1262;3213;997;6096;9214;15310;2687;15,9;67,1;0;0
2927;415;1500;5639;472;1029;309;4041;3680;7721;5101;39,9;100,7;0;0
2928;120;361;2431;278;728;180;997;352;1349;1166;0;0;0;0
2929;272;591;3782;595;1195;327;2061;3315;5376;1916;0;109,6;0;0
2930;193;607;2419;185;762;186;475;1216;1691;2226;14,2;0;0;0
2931;92;656;300;294;1477;528;0;0;0;127;12,3;0;0;0
2932;1440;2482;4938;1395;3721;943;7101;7437;14538;3447;40,2;238;0;0
2933;4612;5416;17749;4882;16991;4345;26553;32006;58559;4517;69,1;198,2;0;0
2934;4041;2060;10087;3697;11549;3174;31408;70711;102119;4873;50,3;85,5;0;0
2935;179;768;1536;165;1011;311;1314;1528;2842;2715;54,5;106,3;0;0
2936;115;363;2117;141;792;354;482;1184;1666;1283;17,5;0;0;0
2937;77;254;2902;58;766;266;157;2202;2359;996;29,7;0;0;0
2938;375;2036;9345;658;2434;675;5409;3899;9308;3347;73,3;85,4;0;0
2939;57;110;1641;95;725;228;616;205;821;450;0;0;0;0
2940;1541;2978;8963;1613;8458;2144;7102;8105;15207;3457;20,7;225,3;0;0
2941;143;129;788;74;924;200;1214;48;1262;1250;28,6;0;0;0
2942;2009;1518;4210;951;8134;1073;12091;4320;16411;2465;35,8;140,2;136,5;0
2943;11084;4554;34676;4102;23252;4342;37131;26381;63512;4906;34,1;91,7;0;0
2944;6164;10977;30539;5902;17781;5600;41592;58147;99739;7620;50,9;382,9;0;0
2945;7324;3471;81772;5095;33614;8366;37568;73490;111058;2589;46,4;143,3;0;0
2946;11347;9040;22807;5134;18646;2874;36596;39489;76085;18324;114,4;845,7;0;0
2947;520;897;1245;708;1463;422;1501;1271;2772;824;18,8;0;0;0
2948;289;231;1913;146;1444;487;510;1847;2357;2306;41,3;0;0;0
2949;239;846;5307;285;1861;553;1226;1826;3052;1158;46,9;0;0;0
2950;301;856;2749;359;2011;816;3277;6781;10058;2544;46,8;114,9;0;0
2951;1032;645;3290;869;3836;931;5544;2544;8088;2144;0;64,7;0;0
2952;661;711;1008;598;2366;297;2053;1657;3710;2990;7,9;74,2;0;0
2953;107;202;422;163;767;211;913;817;1730;1216;19,6;51,1;0;0
2954;239;342;815;375;1271;364;1775;275;2050;2174;0;68,6;0;0
2955;360;478;8863;422;2692;888;2001;2805;4806;1161;24,4;0;0;0
2956;245;330;2247;102;1111;430;3408;3013;6421;4066;68,6;64,9;0;0
2957;647;445;1299;563;2160;482;2703;3833;6536;3834;19,5;68,5;0;0
2958;510;1003;1576;384;2166;372;2038;1799;3837;3414;54,6;61,4;0;0
2959;163;352;1300;165;1028;399;615;500;1115;2286;37,3;18,7;0;0
2960;202;493;3215;221;964;378;1162;720;1882;3930;66,1;43,6;0;0
2961;236;256;1135;224;929;264;2161;1353;3514;6082;48,8;199,7;0;0
2962;259;622;1294;412;1220;340;1836;3644;5480;2877;73,7;55,4;0;0
2963;2955;3407;6150;2107;5979;1625;9013;14960;23973;35120;283,6;1023;0;0
2964;176;709;2379;436;888;234;1350;1831;3181;1218;25;0;0;0
2965;410;657;2277;650;2687;771;2853;1853;4706;1575;41,9;6,1;0;0
2966;461;1009;829;352;1448;150;2060;881;2941;3703;28,8;155,9;7,9;0
2967;0;280;791;151;0;333;886;87;973;1;6,8;10,2;0;0
2968;558;1503;1523;287;1945;460;4230;3474;7704;2373;27,1;0;0;0
2969;186;280;1159;195;1254;375;1680;1613;3293;1963;49,6;103,3;0;0
2970;55;117;705;117;434;304;475;363;838;725;22,5;0;0;0
2971;171;460;1678;462;1479;598;1541;1459;3000;1303;41,7;0;0;0
2972;174;532;10968;346;1147;369;1652;1079;2731;1937;53,8;168,5;0;0
2973;572;833;3482;534;3375;1152;4036;592;4628;2642;64,6;62,1;0;0
2974;0;310;1521;37;125;149;0;71;71;1;0;0;0;0
2975;1708;3166;6329;1216;4455;1134;9295;11276;20571;18707;164,9;489;0;0
2976;701;505;1566;583;4235;653;2953;1545;4498;5787;64,6;103,1;0;0
2977;247;432;1167;539;1699;954;2138;3607;5745;2355;58,6;94,9;0;0
2978;0;695;962;351;0;479;2163;1205;3368;1;27,2;0;0;0
2979;360;399;1532;480;1868;936;2177;2600;4777;2752;65,4;82,1;0;0
2980;157;297;887;206;1014;345;1014;1202;2216;2094;45,6;46,5;0;0
2981;184;1371;1986;589;976;358;1037;1868;2905;2202;45;146;0;0
2982;0;323;916;151;0;503;998;599;1597;1;50,3;134,3;426,2;0
2983;108;140;695;144;505;172;1041;1008;2049;1294;25,2;37,3;0;0
2984;145;468;804;294;832;414;1537;1873;3410;1926;44,6;129,1;0;0
2985;346;482;1275;339;1660;451;2845;2755;5600;2902;57,4;132,4;0;0
2986;301;897;2690;302;2152;637;2391;1423;3814;2383;40,4;51,8;0;0
2987;223;599;1892;374;1034;263;1817;2092;3909;3447;61,8;115,1;0;0
2988;147;657;1981;178;517;171;1473;4172;5645;919;10,4;15,6;0;0
2989;229;542;1228;201;763;231;1264;2341;3605;6539;84,6;156,1;0;0
2990;170;399;1099;292;632;195;1302;2305;3607;6454;79,8;246,4;0;0
2991;6;181;100;32;66;53;0;0;0;36;0;0;0;0
2992;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2993;382;451;1494;426;2047;671;2663;7716;10379;1449;27,7;0;0;0
2994;1074;1698;1873;826;4083;910;3996;3939;7935;5216;72,5;200,8;0;0
2995;903;1120;4551;806;3140;1045;3865;4775;8640;8973;117,7;381,3;0;0
2996;1512;2479;3685;2100;6607;2063;14288;10125;24413;3359;63;115,5;0;0
2997;392;1158;5562;518;2262;573;2235;1634;3869;3515;84,4;137,1;0;0
2998;360;1538;1021;475;1825;609;2338;827;3165;1852;27,3;22,2;0;0
2999;125;349;1106;282;1288;435;1506;732;2238;1145;40;92,9;0;0
3000;255;967;9601;404;746;644;2392;1815;4207;2206;17,2;25,9;0;0
3001;602;499;3670;217;1608;341;1513;1219;2732;2609;30,3;73,9;0;0
3002;946;1195;3660;488;2885;464;4355;9119;13474;4170;43,7;44,2;0;0
3003;324;261;1822;313;1137;642;1919;1538;3457;4301;56,9;115;0;0
3004;159;672;731;466;856;272;1100;3340;4440;1041;14,6;22;0;0
3005;303;1108;2161;391;1175;702;2364;6270;8634;4806;73,3;161,7;0;0
3006;884;1190;3912;530;1728;496;3707;6702;10409;12155;75,5;325,8;0;0
3007;453;1927;1366;531;1316;335;2394;2833;5227;8318;95;328,7;0;0
3008;116;204;906;202;575;249;889;866;1755;842;8;11,9;0;0
3009;382;566;20999;217;1211;394;911;464;1375;2193;32,2;26,3;0;0
3010;114;189;515;179;618;166;1127;129;1256;839;17,4;28,2;0;0
3011;269;759;3156;343;1355;409;2287;1009;3296;2572;53,8;139,1;0;0
3012;0;23;127;3;176;92;0;0;0;1;0;0;0;0
3013;148;223;426;200;1001;184;1311;203;1514;995;26,4;0;0;0
3014;1809;1422;4641;952;3684;852;5489;10853;16342;16669;113,9;494,6;0;0
